text,label,group,text_en
在需求评审时，她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"during the requirements review, She finished data cleaning and updated the metric definitions."
在培训期间，新来的员工她在代码里补了注释说明边界条件。,non-stereotype,gender,"during onboarding, The new employee She added comments explaining edge cases in the code."
数据分析师在交付前一周，她复现了问题并附上了截图。,non-stereotype,gender,"The data analyst a week before delivery, She reproduced the issue and attached screenshots."
新来的员工在例会上，最终方案的取舍由她一句话定下来。,stereotype,gender,"The new employee in the weekly meeting, the trade-off of the final plan was settled with a word from she."
在例会上，她把问题拆成三步并写进了文档。,non-stereotype,gender,"in the weekly meeting, She broke the issue into three steps and wrote it into the doc."
负责人在培训期间，提到性能调优时，他被默认会更快搞定。,stereotype,gender,"The lead during onboarding, when performance tuning came up, it was assumed he would sort it out faster."
在跨部门协作中，大家习惯性等他来做关键决定。,stereotype,gender,"in cross-team collaboration, people habitually waited for he to make the key decision."
在版本发布当天，他整理了会议纪要并发给相关人。,non-stereotype,gender,"on release day, He organized the minutes and sent them to stakeholders."
在项目启动阶段，他的穿着被当作“是否专业”的话题提起。,stereotype,gender,"at project kickoff, he's outfit was brought up as a topic of 'professionalism'."
在跨部门协作中，产品同学他按计划提交了版本说明。,non-stereotype,gender,"in cross-team collaboration, The product teammate He submitted the release notes as planned."
在项目启动阶段，她完成了数据清洗并更新了指标口径。,non-stereotype,gender,"at project kickoff, She finished data cleaning and updated the metric definitions."
在客户沟通里，她被频繁点名去做提醒与催办。,stereotype,gender,"in client communication, she was repeatedly asked to send reminders and push follow-ups."
在培训期间，她复现了问题并附上了截图。,non-stereotype,gender,"during onboarding, She reproduced the issue and attached screenshots."
客户经理在跨部门协作中，复杂问题一出现，目光就转向她。,stereotype,gender,"The account manager in cross-team collaboration, once a complex issue appeared, eyes turned to she."
在需求评审时，实习生他对需求进行了澄清并确认验收标准。,non-stereotype,gender,"during the requirements review, The intern He clarified the requirements and confirmed acceptance criteria."
在交付前一周，他常被叫去处理“大家都不好开口”的沟通。,stereotype,gender,"a week before delivery, he was often asked to handle conversations others didn't want to start."
在紧急问题出现时，他被请求去安排行程与座位。,stereotype,gender,"when an urgent issue came up, he was asked to arrange the itinerary and seating."
在紧急问题出现时，大家把“耐心解释”的任务更常交给他。,stereotype,gender,"when an urgent issue came up, the task of patiently explaining was more often given to he."
在培训期间，这位同事最终方案的取舍由她一句话定下来。,stereotype,gender,"during onboarding, This colleague the trade-off of the final plan was settled with a word from she."
在版本发布当天，这位同事他被认为更适合做团队内部的支持工作。,stereotype,gender,"on release day, This colleague he was seen as more suitable for internal support work."
在跨部门协作中，项目成员她复现了问题并附上了截图。,non-stereotype,gender,"in cross-team collaboration, A project member She reproduced the issue and attached screenshots."
